weather,lineNumber,passengersNumber,lineType,year,day,dayOfWeek,dayOfYear,isSunday,isWeekend,isHoliday,isPaques,isSchoolHoliday,isGrandSemaine,passengersNumberLag7,passengersNumberLag14,passengersNumberLag21,isFootballMatchDay
26,9,3651,daily,2019,5,4,95,False,False,False,False,False,False,1064.0,68.0,79.0,False
26,32,752,daily,2019,5,4,95,False,False,False,False,False,False,659.0,5295.0,113.0,False
26,43,355,daily,2019,5,4,95,False,False,False,False,False,False,1384.0,291.0,945.0,False
26,6,66,daily,2019,5,4,95,False,False,False,False,False,False,11659.0,4880.0,6990.0,False
26,5,10426,daily,2019,5,4,95,False,False,False,False,False,False,181.0,1000.0,107.0,False
26,8,2392,daily,2019,5,4,95,False,False,False,False,False,False,4016.0,4355.0,2745.0,False
25,31,1875,daily,2019,6,5,96,False,True,False,False,True,False,414.0,36.0,1608.0,False
25,29,2464,daily,2019,6,5,96,False,True,False,False,True,False,3651.0,1064.0,68.0,False
25,28,9452,daily,2019,6,5,96,False,True,False,False,True,False,752.0,659.0,5295.0,False
25,21,1580,daily,2019,6,5,96,False,True,False,False,True,False,355.0,1384.0,291.0,False
25,17,3313,daily,2019,6,5,96,False,True,False,False,True,False,66.0,11659.0,4880.0,False
25,32,519,daily,2019,6,5,96,False,True,False,False,True,False,10426.0,181.0,1000.0,False
25,25,3302,daily,2019,6,5,96,False,True,False,False,True,False,2392.0,4016.0,4355.0,False
25,23,594,daily,2019,6,5,96,False,True,False,False,True,False,1875.0,414.0,36.0,False
25,110,278,night,2019,6,5,96,False,True,False,False,True,False,2464.0,3651.0,1064.0,False
25,24,1465,daily,2019,6,5,96,False,True,False,False,True,False,9452.0,752.0,659.0,False
25,45,1134,daily,2019,6,5,96,False,True,False,False,True,False,1580.0,355.0,1384.0,False
25,26,4631,daily,2019,6,5,96,False,True,False,False,True,False,3313.0,66.0,11659.0,False
25,16,1241,daily,2019,6,5,96,False,True,False,False,True,False,519.0,10426.0,181.0,False
25,109,118,night,2019,6,5,96,False,True,False,False,True,False,3302.0,2392.0,4016.0,False
25,18,1554,daily,2019,6,5,96,False,True,False,False,True,False,594.0,1875.0,414.0,False
25,19,1641,daily,2019,6,5,96,False,True,False,False,True,False,278.0,2464.0,3651.0,False
25,33,2912,daily,2019,6,5,96,False,True,False,False,True,False,1465.0,9452.0,752.0,False
25,37,647,daily,2019,6,5,96,False,True,False,False,True,False,1134.0,1580.0,355.0,False
25,106,329,night,2019,6,5,96,False,True,False,False,True,False,4631.0,3313.0,66.0,False
25,35,159,daily,2019,6,5,96,False,True,False,False,True,False,1241.0,519.0,10426.0,False
25,101,361,night,2019,6,5,96,False,True,False,False,True,False,118.0,3302.0,2392.0,False
25,13,9210,daily,2019,6,5,96,False,True,False,False,True,False,1554.0,594.0,1875.0,False
25,42,445,daily,2019,6,5,96,False,True,False,False,True,False,1641.0,278.0,2464.0,False
25,38,230,daily,2019,6,5,96,False,True,False,False,True,False,2912.0,1465.0,9452.0,False
25,14,2914,daily,2019,6,5,96,False,True,False,False,True,False,647.0,1134.0,1580.0,False
25,46,183,daily,2019,6,5,96,False,True,False,False,True,False,329.0,4631.0,3313.0,False
25,9,3106,daily,2019,6,5,96,False,True,False,False,True,False,159.0,1241.0,519.0,False
25,27,1461,daily,2019,6,5,96,False,True,False,False,True,False,361.0,118.0,3302.0,False
25,41,549,daily,2019,6,5,96,False,True,False,False,True,False,9210.0,1554.0,594.0,False
25,6,29,daily,2019,6,5,96,False,True,False,False,True,False,445.0,1641.0,278.0,False
25,36,926,daily,2019,6,5,96,False,True,False,False,True,False,230.0,2912.0,1465.0,False
25,8,1886,daily,2019,6,5,96,False,True,False,False,True,False,2914.0,647.0,1134.0,False
25,5,7330,daily,2019,6,5,96,False,True,False,False,True,False,183.0,329.0,4631.0,False
25,103,225,night,2019,6,5,96,False,True,False,False,True,False,3106.0,159.0,1241.0,False
25,104,424,night,2019,6,5,96,False,True,False,False,True,False,1461.0,361.0,118.0,False
25,108,190,night,2019,6,5,96,False,True,False,False,True,False,549.0,9210.0,1554.0,False
25,102,113,night,2019,6,5,96,False,True,False,False,True,False,29.0,445.0,1641.0,False
25,28,5641,daily,2019,7,6,97,True,True,False,False,True,False,926.0,230.0,2912.0,False
25,5,3179,daily,2019,7,6,97,True,True,False,False,True,False,1886.0,2914.0,647.0,False
25,45,1054,daily,2019,7,6,97,True,True,False,False,True,False,7330.0,183.0,329.0,False
25,18,815,daily,2019,7,6,97,True,True,False,False,True,False,225.0,3106.0,159.0,False
25,27,263,daily,2019,7,6,97,True,True,False,False,True,False,424.0,1461.0,361.0,False
25,31,585,daily,2019,7,6,97,True,True,False,False,True,False,190.0,549.0,9210.0,False
25,6,29,daily,2019,7,6,97,True,True,False,False,True,False,113.0,29.0,445.0,False
25,41,276,daily,2019,7,6,97,True,True,False,False,True,False,5641.0,926.0,230.0,False
25,29,1202,daily,2019,7,6,97,True,True,False,False,True,False,3179.0,1886.0,2914.0,False
25,25,1170,daily,2019,7,6,97,True,True,False,False,True,False,1054.0,7330.0,183.0,False
25,17,2217,daily,2019,7,6,97,True,True,False,False,True,False,815.0,225.0,3106.0,False
25,19,841,daily,2019,7,6,97,True,True,False,False,True,False,263.0,424.0,1461.0,False
25,24,310,daily,2019,7,6,97,True,True,False,False,True,False,585.0,190.0,549.0,False
25,14,1409,daily,2019,7,6,97,True,True,False,False,True,False,29.0,113.0,29.0,False
25,26,1990,daily,2019,7,6,97,True,True,False,False,True,False,276.0,5641.0,926.0,False
25,13,5321,daily,2019,7,6,97,True,True,False,False,True,False,1202.0,3179.0,1886.0,False
25,46,100,daily,2019,7,6,97,True,True,False,False,True,False,1170.0,1054.0,7330.0,False
25,8,1051,daily,2019,7,6,97,True,True,False,False,True,False,2217.0,815.0,225.0,False
25,21,641,daily,2019,7,6,97,True,True,False,False,True,False,841.0,263.0,424.0,False
25,23,199,daily,2019,7,6,97,True,True,False,False,True,False,310.0,585.0,190.0,False
25,9,1807,daily,2019,7,6,97,True,True,False,False,True,False,1409.0,29.0,113.0,False
25,32,242,daily,2019,7,6,97,True,True,False,False,True,False,1990.0,276.0,5641.0,False
25,36,476,daily,2019,7,6,97,True,True,False,False,True,False,5321.0,1202.0,3179.0,False
25,33,1350,daily,2019,7,6,97,True,True,False,False,True,False,100.0,1170.0,1054.0,False
25,35,125,daily,2019,7,6,97,True,True,False,False,True,False,1051.0,2217.0,815.0,False
25,37,311,daily,2019,7,6,97,True,True,False,False,True,False,641.0,841.0,263.0,False
25,42,291,daily,2019,7,6,97,True,True,False,False,True,False,199.0,310.0,585.0,False
25,38,201,daily,2019,7,6,97,True,True,False,False,True,False,1807.0,1409.0,29.0,False
25,16,553,daily,2019,7,6,97,True,True,False,False,True,False,242.0,1990.0,276.0,False
26,27,2994,daily,2019,8,0,98,False,False,False,False,True,False,476.0,5321.0,1202.0,False
26,40,2333,daily,2019,8,0,98,False,False,False,False,True,False,1350.0,100.0,1170.0,False
26,38,323,daily,2019,8,0,98,False,False,False,False,True,False,125.0,1051.0,2217.0,False
26,28,13204,daily,2019,8,0,98,False,False,False,False,True,False,311.0,641.0,841.0,False
26,26,4696,daily,2019,8,0,98,False,False,False,False,True,False,291.0,199.0,310.0,False
26,24,3024,daily,2019,8,0,98,False,False,False,False,True,False,201.0,1807.0,1409.0,False
26,36,1417,daily,2019,8,0,98,False,False,False,False,True,False,553.0,242.0,1990.0,False
26,37,957,daily,2019,8,0,98,False,False,False,False,True,False,2994.0,476.0,5321.0,False
26,41,1135,daily,2019,8,0,98,False,False,False,False,True,False,2333.0,1350.0,100.0,False
26,5,9618,daily,2019,8,0,98,False,False,False,False,True,False,323.0,125.0,1051.0,False
26,23,881,daily,2019,8,0,98,False,False,False,False,True,False,13204.0,311.0,641.0,False
26,6,95,daily,2019,8,0,98,False,False,False,False,True,False,4696.0,291.0,199.0,False
26,29,2755,daily,2019,8,0,98,False,False,False,False,True,False,3024.0,201.0,1807.0,False
26,35,748,daily,2019,8,0,98,False,False,False,False,True,False,1417.0,553.0,242.0,False
26,46,171,daily,2019,8,0,98,False,False,False,False,True,False,957.0,2994.0,476.0,False
26,17,7457,daily,2019,8,0,98,False,False,False,False,True,False,1135.0,2333.0,1350.0,False
26,45,1762,daily,2019,8,0,98,False,False,False,False,True,False,9618.0,323.0,125.0,False
26,43,366,daily,2019,8,0,98,False,False,False,False,True,False,881.0,13204.0,311.0,False
26,25,3144,daily,2019,8,0,98,False,False,False,False,True,False,95.0,4696.0,291.0,False
26,16,874,daily,2019,8,0,98,False,False,False,False,True,False,2755.0,3024.0,201.0,False
26,13,10949,daily,2019,8,0,98,False,False,False,False,True,False,748.0,1417.0,553.0,False
26,42,348,daily,2019,8,0,98,False,False,False,False,True,False,171.0,957.0,2994.0,False
26,9,3468,daily,2019,8,0,98,False,False,False,False,True,False,7457.0,1135.0,2333.0,False
26,21,1677,daily,2019,8,0,98,False,False,False,False,True,False,1762.0,9618.0,323.0,False
26,19,1435,daily,2019,8,0,98,False,False,False,False,True,False,366.0,881.0,13204.0,False
26,33,4902,daily,2019,8,0,98,False,False,False,False,True,False,3144.0,95.0,4696.0,False
26,14,4058,daily,2019,8,0,98,False,False,False,False,True,False,874.0,2755.0,3024.0,False
26,8,2208,daily,2019,8,0,98,False,False,False,False,True,False,10949.0,748.0,1417.0,False
26,31,3026,daily,2019,8,0,98,False,False,False,False,True,False,348.0,171.0,957.0,False
26,18,2003,daily,2019,8,0,98,False,False,False,False,True,False,3468.0,7457.0,1135.0,False
26,32,792,daily,2019,8,0,98,False,False,False,False,True,False,1677.0,1762.0,9618.0,False
25,14,4196,daily,2019,10,2,100,False,False,False,False,True,False,1435.0,366.0,881.0,False
25,23,926,daily,2019,10,2,100,False,False,False,False,True,False,4902.0,3144.0,95.0,False
25,46,174,daily,2019,10,2,100,False,False,False,False,True,False,4058.0,874.0,2755.0,False
25,21,1758,daily,2019,10,2,100,False,False,False,False,True,False,2208.0,10949.0,748.0,False
25,8,2358,daily,2019,10,2,100,False,False,False,False,True,False,3026.0,348.0,171.0,False
25,42,410,daily,2019,10,2,100,False,False,False,False,True,False,2003.0,3468.0,7457.0,False
25,17,7816,daily,2019,10,2,100,False,False,False,False,True,False,792.0,1677.0,1762.0,False
25,19,1632,daily,2019,10,2,100,False,False,False,False,True,False,4196.0,1435.0,366.0,False
25,6,61,daily,2019,10,2,100,False,False,False,False,True,False,926.0,4902.0,3144.0,False
25,29,2946,daily,2019,10,2,100,False,False,False,False,True,False,174.0,4058.0,874.0,False
25,5,9974,daily,2019,10,2,100,False,False,False,False,True,False,1758.0,2208.0,10949.0,False
25,24,2916,daily,2019,10,2,100,False,False,False,False,True,False,2358.0,3026.0,348.0,False
25,13,11398,daily,2019,10,2,100,False,False,False,False,True,False,410.0,2003.0,3468.0,False
25,18,2366,daily,2019,10,2,100,False,False,False,False,True,False,7816.0,792.0,1677.0,False
25,9,3549,daily,2019,10,2,100,False,False,False,False,True,False,1632.0,4196.0,1435.0,False
25,45,1726,daily,2019,10,2,100,False,False,False,False,True,False,61.0,926.0,4902.0,False
25,37,1082,daily,2019,10,2,100,False,False,False,False,True,False,2946.0,174.0,4058.0,False
25,33,5042,daily,2019,10,2,100,False,False,False,False,True,False,9974.0,1758.0,2208.0,False
25,38,342,daily,2019,10,2,100,False,False,False,False,True,False,2916.0,2358.0,3026.0,False
25,16,952,daily,2019,10,2,100,False,False,False,False,True,False,11398.0,410.0,2003.0,False
25,41,1236,daily,2019,10,2,100,False,False,False,False,True,False,2366.0,7816.0,792.0,False
25,36,1336,daily,2019,10,2,100,False,False,False,False,True,False,3549.0,1632.0,4196.0,False
25,40,2419,daily,2019,10,2,100,False,False,False,False,True,False,1726.0,61.0,926.0,False
25,28,13337,daily,2019,10,2,100,False,False,False,False,True,False,1082.0,2946.0,174.0,False
25,25,3120,daily,2019,10,2,100,False,False,False,False,True,False,5042.0,9974.0,1758.0,False
25,32,868,daily,2019,10,2,100,False,False,False,False,True,False,342.0,2916.0,2358.0,False
25,31,2939,daily,2019,10,2,100,False,False,False,False,True,False,952.0,11398.0,410.0,False
25,27,2979,daily,2019,10,2,100,False,False,False,False,True,False,1236.0,2366.0,7816.0,False
25,43,418,daily,2019,10,2,100,False,False,False,False,True,False,1336.0,3549.0,1632.0,False
25,35,656,daily,2019,10,2,100,False,False,False,False,True,False,2419.0,1726.0,61.0,False
25,26,5097,daily,2019,10,2,100,False,False,False,False,True,False,13337.0,1082.0,2946.0,False
26,24,3155,daily,2019,11,3,101,False,False,False,False,True,False,3120.0,5042.0,9974.0,False
26,23,927,daily,2019,11,3,101,False,False,False,False,True,False,868.0,342.0,2916.0,False
26,37,988,daily,2019,11,3,101,False,False,False,False,True,False,2939.0,952.0,11398.0,False
26,8,2427,daily,2019,11,3,101,False,False,False,False,True,False,2979.0,1236.0,2366.0,False
26,35,739,daily,2019,11,3,101,False,False,False,False,True,False,418.0,1336.0,3549.0,False
26,36,1433,daily,2019,11,3,101,False,False,False,False,True,False,656.0,2419.0,1726.0,False
26,32,854,daily,2019,11,3,101,False,False,False,False,True,False,5097.0,13337.0,1082.0,False
26,27,3100,daily,2019,11,3,101,False,False,False,False,True,False,3155.0,3120.0,5042.0,False
26,33,5231,daily,2019,11,3,101,False,False,False,False,True,False,927.0,868.0,342.0,False
26,18,2294,daily,2019,11,3,101,False,False,False,False,True,False,988.0,2939.0,952.0,False
26,9,3513,daily,2019,11,3,101,False,False,False,False,True,False,2427.0,2979.0,1236.0,False
26,5,9887,daily,2019,11,3,101,False,False,False,False,True,False,739.0,418.0,1336.0,False
26,6,58,daily,2019,11,3,101,False,False,False,False,True,False,1433.0,656.0,2419.0,False
26,17,7657,daily,2019,11,3,101,False,False,False,False,True,False,854.0,5097.0,13337.0,False
26,46,174,daily,2019,11,3,101,False,False,False,False,True,False,3100.0,3155.0,3120.0,False
26,13,11257,daily,2019,11,3,101,False,False,False,False,True,False,5231.0,927.0,868.0,False
26,25,3644,daily,2019,11,3,101,False,False,False,False,True,False,2294.0,988.0,2939.0,False
26,40,2297,daily,2019,11,3,101,False,False,False,False,True,False,3513.0,2427.0,2979.0,False
26,21,1737,daily,2019,11,3,101,False,False,False,False,True,False,9887.0,739.0,418.0,False
26,29,2954,daily,2019,11,3,101,False,False,False,False,True,False,58.0,1433.0,656.0,False
26,45,1718,daily,2019,11,3,101,False,False,False,False,True,False,7657.0,854.0,5097.0,False
26,14,4267,daily,2019,11,3,101,False,False,False,False,True,False,174.0,3100.0,3155.0,False
26,42,387,daily,2019,11,3,101,False,False,False,False,True,False,11257.0,5231.0,927.0,False
26,31,3070,daily,2019,11,3,101,False,False,False,False,True,False,3644.0,2294.0,988.0,False
26,28,13735,daily,2019,11,3,101,False,False,False,False,True,False,2297.0,3513.0,2427.0,False
26,38,329,daily,2019,11,3,101,False,False,False,False,True,False,1737.0,9887.0,739.0,False
26,26,5057,daily,2019,11,3,101,False,False,False,False,True,False,2954.0,58.0,1433.0,False
26,16,960,daily,2019,11,3,101,False,False,False,False,True,False,1718.0,7657.0,854.0,False
26,43,419,daily,2019,11,3,101,False,False,False,False,True,False,4267.0,174.0,3100.0,False
26,19,1754,daily,2019,11,3,101,False,False,False,False,True,False,387.0,11257.0,5231.0,False
26,41,1234,daily,2019,11,3,101,False,False,False,False,True,False,3070.0,3644.0,2294.0,False
23,37,922,daily,2019,12,4,102,False,False,False,False,True,False,13735.0,2297.0,3513.0,False
23,106,125,night,2019,12,4,102,False,False,False,False,True,False,329.0,1737.0,9887.0,False
23,25,3710,daily,2019,12,4,102,False,False,False,False,True,False,5057.0,2954.0,58.0,False
23,31,2988,daily,2019,12,4,102,False,False,False,False,True,False,960.0,1718.0,7657.0,False
23,110,153,night,2019,12,4,102,False,False,False,False,True,False,419.0,4267.0,174.0,False
23,108,63,night,2019,12,4,102,False,False,False,False,True,False,1754.0,387.0,11257.0,False
23,109,44,night,2019,12,4,102,False,False,False,False,True,False,1234.0,3070.0,3644.0,False
23,102,35,night,2019,12,4,102,False,False,False,False,True,False,922.0,13735.0,2297.0,False
23,23,955,daily,2019,12,4,102,False,False,False,False,True,False,125.0,329.0,1737.0,False
23,27,2687,daily,2019,12,4,102,False,False,False,False,True,False,3710.0,5057.0,2954.0,False
23,24,2513,daily,2019,12,4,102,False,False,False,False,True,False,2988.0,960.0,1718.0,False
23,32,895,daily,2019,12,4,102,False,False,False,False,True,False,153.0,419.0,4267.0,False
23,29,2921,daily,2019,12,4,102,False,False,False,False,True,False,63.0,1754.0,387.0,False
23,21,1631,daily,2019,12,4,102,False,False,False,False,True,False,44.0,1234.0,3070.0,False
23,26,5117,daily,2019,12,4,102,False,False,False,False,True,False,35.0,922.0,13735.0,False
23,101,124,night,2019,12,4,102,False,False,False,False,True,False,955.0,125.0,329.0,False
23,42,432,daily,2019,12,4,102,False,False,False,False,True,False,2687.0,3710.0,5057.0,False
23,38,326,daily,2019,12,4,102,False,False,False,False,True,False,2513.0,2988.0,960.0,False
23,28,12813,daily,2019,12,4,102,False,False,False,False,True,False,895.0,153.0,419.0,False
23,35,719,daily,2019,12,4,102,False,False,False,False,True,False,2921.0,63.0,1754.0,False
23,103,61,night,2019,12,4,102,False,False,False,False,True,False,1631.0,44.0,1234.0,False
23,45,1900,daily,2019,12,4,102,False,False,False,False,True,False,5117.0,35.0,922.0,False
23,19,1890,daily,2019,12,4,102,False,False,False,False,True,False,124.0,955.0,125.0,False
23,40,2103,daily,2019,12,4,102,False,False,False,False,True,False,432.0,2687.0,3710.0,False
23,41,1076,daily,2019,12,4,102,False,False,False,False,True,False,326.0,2513.0,2988.0,False
23,13,11367,daily,2019,12,4,102,False,False,False,False,True,False,12813.0,895.0,153.0,False
23,9,3367,daily,2019,12,4,102,False,False,False,False,True,False,719.0,2921.0,63.0,False
23,43,349,daily,2019,12,4,102,False,False,False,False,True,False,61.0,1631.0,44.0,False
23,33,4867,daily,2019,12,4,102,False,False,False,False,True,False,1900.0,5117.0,35.0,False
23,46,157,daily,2019,12,4,102,False,False,False,False,True,False,1890.0,124.0,955.0,False
23,18,2360,daily,2019,12,4,102,False,False,False,False,True,False,2103.0,432.0,2687.0,False
23,17,6949,daily,2019,12,4,102,False,False,False,False,True,False,1076.0,326.0,2513.0,False
23,5,9530,daily,2019,12,4,102,False,False,False,False,True,False,11367.0,12813.0,895.0,False
23,6,69,daily,2019,12,4,102,False,False,False,False,True,False,3367.0,719.0,2921.0,False
23,16,1267,daily,2019,12,4,102,False,False,False,False,True,False,349.0,61.0,1631.0,False
23,36,1397,daily,2019,12,4,102,False,False,False,False,True,False,4867.0,1900.0,5117.0,False
23,104,120,night,2019,12,4,102,False,False,False,False,True,False,157.0,1890.0,124.0,False
23,8,2288,daily,2019,12,4,102,False,False,False,False,True,False,2360.0,2103.0,432.0,False
23,14,4377,daily,2019,12,4,102,False,False,False,False,True,False,6949.0,1076.0,326.0,False
12,38,234,daily,2019,13,5,103,False,True,False,False,True,False,9530.0,11367.0,12813.0,False
12,110,239,night,2019,13,5,103,False,True,False,False,True,False,69.0,3367.0,719.0,False
12,108,154,night,2019,13,5,103,False,True,False,False,True,False,1267.0,349.0,61.0,False
12,109,125,night,2019,13,5,103,False,True,False,False,True,False,1397.0,4867.0,1900.0,False
12,21,1462,daily,2019,13,5,103,False,True,False,False,True,False,120.0,157.0,1890.0,False
12,106,300,night,2019,13,5,103,False,True,False,False,True,False,2288.0,2360.0,2103.0,False
12,5,7275,daily,2019,13,5,103,False,True,False,False,True,False,4377.0,6949.0,1076.0,False
12,37,643,daily,2019,13,5,103,False,True,False,False,True,False,234.0,9530.0,11367.0,False
12,104,290,night,2019,13,5,103,False,True,False,False,True,False,239.0,69.0,3367.0,False
12,23,657,daily,2019,13,5,103,False,True,False,False,True,False,154.0,1267.0,349.0,False
12,26,4305,daily,2019,13,5,103,False,True,False,False,True,False,125.0,1397.0,4867.0,False
12,45,1134,daily,2019,13,5,103,False,True,False,False,True,False,1462.0,120.0,157.0,False
12,41,630,daily,2019,13,5,103,False,True,False,False,True,False,300.0,2288.0,2360.0,False
12,19,1676,daily,2019,13,5,103,False,True,False,False,True,False,7275.0,4377.0,6949.0,False
12,36,898,daily,2019,13,5,103,False,True,False,False,True,False,643.0,234.0,9530.0,False
12,101,428,night,2019,13,5,103,False,True,False,False,True,False,290.0,239.0,69.0,False
12,42,435,daily,2019,13,5,103,False,True,False,False,True,False,657.0,154.0,1267.0,False
12,25,3054,daily,2019,13,5,103,False,True,False,False,True,False,4305.0,125.0,1397.0,False
12,46,156,daily,2019,13,5,103,False,True,False,False,True,False,1134.0,1462.0,120.0,False
12,35,179,daily,2019,13,5,103,False,True,False,False,True,False,630.0,300.0,2288.0,False
12,6,22,daily,2019,13,5,103,False,True,False,False,True,False,1676.0,7275.0,4377.0,False
12,24,1326,daily,2019,13,5,103,False,True,False,False,True,False,898.0,643.0,234.0,False
12,18,1538,daily,2019,13,5,103,False,True,False,False,True,False,428.0,290.0,239.0,False
12,103,315,night,2019,13,5,103,False,True,False,False,True,False,435.0,657.0,154.0,False
12,27,1335,daily,2019,13,5,103,False,True,False,False,True,False,3054.0,4305.0,125.0,False
12,17,3177,daily,2019,13,5,103,False,True,False,False,True,False,156.0,1134.0,1462.0,False
12,102,152,night,2019,13,5,103,False,True,False,False,True,False,179.0,630.0,300.0,False
12,33,2828,daily,2019,13,5,103,False,True,False,False,True,False,22.0,1676.0,7275.0,False
12,14,2983,daily,2019,13,5,103,False,True,False,False,True,False,1326.0,898.0,643.0,False
12,9,2995,daily,2019,13,5,103,False,True,False,False,True,False,1538.0,428.0,290.0,False
12,32,553,daily,2019,13,5,103,False,True,False,False,True,False,315.0,435.0,657.0,False
12,29,2462,daily,2019,13,5,103,False,True,False,False,True,False,1335.0,3054.0,4305.0,False
12,8,1845,daily,2019,13,5,103,False,True,False,False,True,False,3177.0,156.0,1134.0,False
12,28,8729,daily,2019,13,5,103,False,True,False,False,True,False,152.0,179.0,630.0,False
12,16,1639,daily,2019,13,5,103,False,True,False,False,True,False,2828.0,22.0,1676.0,False
12,31,1757,daily,2019,13,5,103,False,True,False,False,True,False,2983.0,1326.0,898.0,False
12,13,9251,daily,2019,13,5,103,False,True,False,False,True,False,2995.0,1538.0,428.0,False
15,33,1536,daily,2019,14,6,104,True,True,False,False,True,True,553.0,315.0,435.0,False
15,37,436,daily,2019,14,6,104,True,True,False,False,True,True,2462.0,1335.0,3054.0,False
15,45,1089,daily,2019,14,6,104,True,True,False,False,True,True,1845.0,3177.0,156.0,False
15,35,152,daily,2019,14,6,104,True,True,False,False,True,True,8729.0,152.0,179.0,False
15,32,314,daily,2019,14,6,104,True,True,False,False,True,True,1639.0,2828.0,22.0,False
15,36,472,daily,2019,14,6,104,True,True,False,False,True,True,1757.0,2983.0,1326.0,False
15,18,939,daily,2019,14,6,104,True,True,False,False,True,True,9251.0,2995.0,1538.0,False
15,42,329,daily,2019,14,6,104,True,True,False,False,True,True,1536.0,553.0,315.0,False
15,46,93,daily,2019,14,6,104,True,True,False,False,True,True,436.0,2462.0,1335.0,False
15,21,773,daily,2019,14,6,104,True,True,False,False,True,True,1089.0,1845.0,3177.0,False
15,17,3618,daily,2019,14,6,104,True,True,False,False,True,True,152.0,8729.0,152.0,False
15,41,293,daily,2019,14,6,104,True,True,False,False,True,True,314.0,1639.0,2828.0,False
15,31,954,daily,2019,14,6,104,True,True,False,False,True,True,472.0,1757.0,2983.0,False
15,24,343,daily,2019,14,6,104,True,True,False,False,True,True,939.0,9251.0,2995.0,False
15,16,1103,daily,2019,14,6,104,True,True,False,False,True,True,329.0,1536.0,553.0,False
15,5,5395,daily,2019,14,6,104,True,True,False,False,True,True,93.0,436.0,2462.0,False
15,38,183,daily,2019,14,6,104,True,True,False,False,True,True,773.0,1089.0,1845.0,False
15,29,1626,daily,2019,14,6,104,True,True,False,False,True,True,3618.0,152.0,8729.0,False
15,27,655,daily,2019,14,6,104,True,True,False,False,True,True,293.0,314.0,1639.0,False
15,14,1806,daily,2019,14,6,104,True,True,False,False,True,True,954.0,472.0,1757.0,False
